"Date and Time Run 1","Time (s) Run 1","Angle (rad) Run 1","Angular Speed (rad/s) Run 1","Angular Acceleration (rad/s²) Run 1","Date and Time Run 2","Time (s) Run 2","Angle (rad) Run 2","Angular Speed (rad/s) Run 2","Angular Acceleration (rad/s²) Run 2","Date and Time Run 3","Time (s) Run 3","Angle (rad) Run 3","Angular Speed (rad/s) Run 3","Angular Acceleration (rad/s²) Run 3","Date and Time Run 4","Time (s) Run 4","Angle (rad) Run 4","Angular Speed (rad/s) Run 4","Angular Acceleration (rad/s²) Run 4","Date and Time Run 5","Time (s) Run 5","Angle (rad) Run 5","Angular Speed (rad/s) Run 5","Angular Acceleration (rad/s²) Run 5","Date and Time Run 6","Time (s) Run 6","Angle (rad) Run 6","Angular Speed (rad/s) Run 6","Angular Acceleration (rad/s²) Run 6","Date and Time Run 7","Time (s) Run 7","Angle (rad) Run 7","Angular Speed (rad/s) Run 7","Angular Acceleration (rad/s²) Run 7","Date and Time Run 8","Time (s) Run 8","Angle (rad) Run 8","Angular Speed (rad/s) Run 8","Angular Acceleration (rad/s²) Run 8","Date and Time Run 9","Time (s) Run 9","Angle (rad) Run 9","Angular Speed (rad/s) Run 9","Angular Acceleration (rad/s²) Run 9","Date and Time Run 10","Time (s) Run 10","Angle (rad) Run 10","Angular Speed (rad/s) Run 10","Angular Acceleration (rad/s²) Run 10","Date and Time Run 11","Time (s) Run 11","Angle (rad) Run 11","Angular Speed (rad/s) Run 11","Angular Acceleration (rad/s²) Run 11","Date and Time Run 12","Time (s) Run 12","Angle (rad) Run 12","Angular Speed (rad/s) Run 12","Angular Acceleration (rad/s²) Run 12","Date and Time Run 13","Time (s) Run 13","Angle (rad) Run 13","Angular Speed (rad/s) Run 13","Angular Acceleration (rad/s²) Run 13","Date and Time Run 14","Time (s) Run 14","Angle (rad) Run 14","Angular Speed (rad/s) Run 14","Angular Acceleration (rad/s²) Run 14","Date and Time Run 15","Time (s) Run 15","Angle (rad) Run 15","Angular Speed (rad/s) Run 15","Angular Acceleration (rad/s²) Run 15","Date and Time Run 16","Time (s) Run 16","Angle (rad) Run 16","Angular Speed (rad/s) Run 16","Angular Acceleration (rad/s²) Run 16","Date and Time Run 17","Time (s) Run 17","Angle (rad) Run 17","Angular Speed (rad/s) Run 17","Angular Acceleration (rad/s²) Run 17","Date and Time Run 18","Time (s) Run 18","Angle (rad) Run 18","Angular Speed (rad/s) Run 18","Angular Acceleration (rad/s²) Run 18","Date and Time Run 19","Time (s) Run 19","Angle (rad) Run 19","Angular Speed (rad/s) Run 19","Angular Acceleration (rad/s²) Run 19","Date and Time Run 20","Time (s) Run 20","Angle (rad) Run 20","Angular Speed (rad/s) Run 20","Angular Acceleration (rad/s²) Run 20","Date and Time Run 21","Time (s) Run 21","Angle (rad) Run 21","Angular Speed (rad/s) Run 21","Angular Acceleration (rad/s²) Run 21","Date and Time Run 22","Time (s) Run 22","Angle (rad) Run 22","Angular Speed (rad/s) Run 22","Angular Acceleration (rad/s²) Run 22"
01/25/2022 12:38:13 pm,3.506,,1.25,,01/25/2022 12:42:46 pm,5.696,,0.67,,01/25/2022 12:45:16 pm,3.947,,1.22,,01/25/2022 12:46:37 pm,2.444,,1.65,,01/25/2022 12:47:19 pm,1.835,,2.19,,01/25/2022 12:48:03 pm,1.972,,2.55,,01/25/2022 12:48:34 pm,1.338,,3.06,,01/25/2022 12:51:09 pm,4.944,,0.70,,01/25/2022 12:51:52 pm,4.084,,1.03,,01/25/2022 12:52:32 pm,3.512,,1.26,,01/25/2022 12:53:08 pm,3.182,,1.41,,01/27/2022 09:13:09 am,1.947,,1.80,,01/27/2022 09:16:39 am,4.788,,0.75,,01/27/2022 09:17:31 am,3.644,,0.98,,01/27/2022 09:18:12 am,4.038,,1.24,,01/27/2022 09:19:17 am,2.899,,1.48,,01/27/2022 09:20:10 am,2.201,,1.64,,01/27/2022 09:25:50 am,2.691,,1.53,,01/27/2022 09:26:18 am,2.643,,1.87,,01/27/2022 09:26:43 am,1.472,,2.29,,01/27/2022 09:27:04 am,1.932,,2.66,,01/27/2022 09:27:35 am,0.817,,3.58,
01/25/2022 12:38:13 pm,3.742,,,0.36,01/25/2022 12:42:47 pm,6.135,,,0.11,01/25/2022 12:45:17 pm,4.190,,,0.34,01/25/2022 12:46:37 pm,2.623,,,0.66,01/25/2022 12:47:19 pm,1.971,,,0.90,01/25/2022 12:48:04 pm,2.089,,,1.16,01/25/2022 12:48:34 pm,1.437,,,1.36,01/25/2022 12:51:10 pm,5.368,,,0.10,01/25/2022 12:51:52 pm,4.375,,,0.20,01/25/2022 12:52:32 pm,3.749,,,0.28,01/25/2022 12:53:08 pm,3.393,,,0.39,01/27/2022 09:13:10 am,2.114,,,0.47,01/27/2022 09:16:40 am,5.188,,,0.10,01/27/2022 09:17:31 am,3.946,,,0.21,01/27/2022 09:18:12 am,4.277,,,0.34,01/27/2022 09:19:18 am,3.100,,,0.44,01/27/2022 09:20:10 am,2.385,,,0.41,01/27/2022 09:25:50 am,2.889,,,0.31,01/27/2022 09:26:18 am,2.802,,,0.76,01/27/2022 09:26:43 am,1.601,,,1.11,01/27/2022 09:27:05 am,2.044,,,1.44,01/27/2022 09:27:35 am,0.901,,,1.98
01/25/2022 12:38:13 pm,3.757,3.14,,,01/25/2022 12:42:47 pm,6.165,3.14,,,01/25/2022 12:45:17 pm,4.205,3.14,,,01/25/2022 12:46:37 pm,2.635,3.14,,,01/25/2022 12:47:19 pm,1.979,3.14,,,01/25/2022 12:48:04 pm,2.095,3.14,,,01/25/2022 12:48:34 pm,1.441,3.14,,,01/25/2022 12:51:10 pm,5.392,3.14,,,01/25/2022 12:51:52 pm,4.390,3.14,,,01/25/2022 12:52:32 pm,3.761,3.14,,,01/25/2022 12:53:08 pm,3.404,3.14,,,01/27/2022 09:13:10 am,2.121,3.14,,,01/27/2022 09:16:40 am,5.209,3.14,,,01/27/2022 09:17:31 am,3.965,3.14,,,01/27/2022 09:18:12 am,4.291,3.14,,,01/27/2022 09:19:18 am,3.111,3.14,,,01/27/2022 09:20:10 am,2.393,3.14,,,01/27/2022 09:25:50 am,2.897,3.14,,,01/27/2022 09:26:18 am,2.811,3.14,,,01/27/2022 09:26:43 am,1.609,3.14,,,01/27/2022 09:27:05 am,2.050,3.14,,,01/27/2022 09:27:35 am,0.905,3.14,,
01/25/2022 12:38:13 pm,3.978,,1.42,,01/25/2022 12:42:47 pm,6.575,,0.77,,01/25/2022 12:45:17 pm,4.433,,1.38,,01/25/2022 12:46:37 pm,2.801,,1.88,,01/25/2022 12:47:20 pm,2.108,,2.43,,01/25/2022 12:48:04 pm,2.206,,2.82,,01/25/2022 12:48:34 pm,1.536,,3.32,,01/25/2022 12:51:10 pm,5.792,,0.78,,01/25/2022 12:51:52 pm,4.665,,1.14,,01/25/2022 12:52:32 pm,3.985,,1.40,,01/25/2022 12:53:08 pm,3.604,,1.58,,01/27/2022 09:13:10 am,2.281,,1.96,,01/27/2022 09:16:40 am,5.587,,0.83,,01/27/2022 09:17:32 am,4.249,,1.11,,01/27/2022 09:18:12 am,4.515,,1.40,,01/27/2022 09:19:18 am,3.301,,1.66,,01/27/2022 09:20:10 am,2.568,,1.79,,01/27/2022 09:25:51 am,3.087,,1.65,,01/27/2022 09:26:18 am,2.960,,2.11,,01/27/2022 09:26:43 am,1.731,,2.58,,01/27/2022 09:27:05 am,2.156,,2.99,,01/27/2022 09:27:35 am,0.985,,3.91,
01/25/2022 12:38:14 pm,4.189,,,0.34,01/25/2022 12:42:47 pm,6.963,,,0.11,01/25/2022 12:45:17 pm,4.652,,,0.26,01/25/2022 12:46:37 pm,2.962,,,0.50,01/25/2022 12:47:20 pm,2.233,,,0.62,01/25/2022 12:48:04 pm,2.314,,,1.06,01/25/2022 12:48:34 pm,1.627,,,1.29,01/25/2022 12:51:11 pm,6.179,,,0.08,01/25/2022 12:51:52 pm,4.930,,,0.16,01/25/2022 12:52:33 pm,4.201,,,0.29,01/25/2022 12:53:08 pm,3.794,,,0.40,01/27/2022 09:13:10 am,2.435,,,0.54,01/27/2022 09:16:40 am,5.951,,,0.09,01/27/2022 09:17:32 am,4.521,,,0.18,01/27/2022 09:18:12 am,4.730,,,0.27,01/27/2022 09:19:18 am,3.483,,,0.36,01/27/2022 09:20:10 am,2.736,,,0.50,01/27/2022 09:25:51 am,3.270,,,0.32,01/27/2022 09:26:19 am,3.102,,,0.78,01/27/2022 09:26:43 am,1.847,,,1.06,01/27/2022 09:27:05 am,2.257,,,1.20,01/27/2022 09:27:36 am,1.063,,,1.92
01/25/2022 12:38:14 pm,4.199,3.77,,,01/25/2022 12:42:47 pm,6.984,3.77,,,01/25/2022 12:45:17 pm,4.661,3.77,,,01/25/2022 12:46:37 pm,2.968,3.77,,,01/25/2022 12:47:20 pm,2.237,3.77,,,01/25/2022 12:48:04 pm,2.318,3.77,,,01/25/2022 12:48:34 pm,1.630,3.77,,,01/25/2022 12:51:11 pm,6.193,3.77,,,01/25/2022 12:51:52 pm,4.940,3.77,,,01/25/2022 12:52:33 pm,4.210,3.77,,,01/25/2022 12:53:08 pm,3.803,3.77,,,01/27/2022 09:13:10 am,2.442,3.77,,,01/27/2022 09:16:40 am,5.966,3.77,,,01/27/2022 09:17:32 am,4.533,3.77,,,01/27/2022 09:18:12 am,4.739,3.77,,,01/27/2022 09:19:18 am,3.490,3.77,,,01/27/2022 09:20:10 am,2.744,3.77,,,01/27/2022 09:25:51 am,3.277,3.77,,,01/27/2022 09:26:19 am,3.109,3.77,,,01/27/2022 09:26:43 am,1.853,3.77,,,01/27/2022 09:27:05 am,2.261,3.77,,,01/27/2022 09:27:36 am,1.066,3.77,,
01/25/2022 12:38:14 pm,4.400,,1.57,,01/25/2022 12:42:48 pm,7.351,,0.86,,01/25/2022 12:45:17 pm,4.871,,1.49,,01/25/2022 12:46:38 pm,3.122,,2.05,,01/25/2022 12:47:20 pm,2.358,,2.59,,01/25/2022 12:48:04 pm,2.421,,3.05,,01/25/2022 12:48:34 pm,1.719,,3.56,,01/25/2022 12:51:11 pm,6.565,,0.84,,01/25/2022 12:51:53 pm,5.196,,1.23,,01/25/2022 12:52:33 pm,4.416,,1.52,,01/25/2022 12:53:08 pm,3.985,,1.73,,01/27/2022 09:13:10 am,2.589,,2.13,,01/27/2022 09:16:41 am,6.315,,0.90,,01/27/2022 09:17:32 am,4.793,,1.20,,01/27/2022 09:18:12 am,4.946,,1.52,,01/27/2022 09:19:18 am,3.666,,1.79,,01/27/2022 09:20:10 am,2.904,,1.96,,01/27/2022 09:25:51 am,3.454,,1.77,,01/27/2022 09:26:19 am,3.244,,2.33,,01/27/2022 09:26:43 am,1.964,,2.82,,01/27/2022 09:27:05 am,2.358,,3.23,,01/27/2022 09:27:36 am,1.140,,4.21,
01/25/2022 12:38:14 pm,4.594,,,0.26,01/25/2022 12:42:48 pm,7.707,,,0.08,01/25/2022 12:45:18 pm,5.075,,,0.27,01/25/2022 12:46:38 pm,3.270,,,0.48,01/25/2022 12:47:20 pm,2.475,,,0.95,01/25/2022 12:48:04 pm,2.521,,,1.01,01/25/2022 12:48:34 pm,1.804,,,1.60,01/25/2022 12:51:11 pm,6.922,,,0.10,01/25/2022 12:51:53 pm,5.441,,,0.22,01/25/2022 12:52:33 pm,4.616,,,0.25,01/25/2022 12:53:09 pm,4.161,,,0.33,01/27/2022 09:13:10 am,2.734,,,0.35,01/27/2022 09:16:41 am,6.653,,,0.09,01/27/2022 09:17:33 am,5.044,,,0.20,01/27/2022 09:18:13 am,5.145,,,0.31,01/27/2022 09:19:18 am,3.834,,,0.46,01/27/2022 09:20:11 am,3.057,,,0.59,01/27/2022 09:25:51 am,3.626,,,0.35,01/27/2022 09:26:19 am,3.373,,,0.80,01/27/2022 09:26:44 am,2.071,,,1.23,01/27/2022 09:27:05 am,2.452,,,1.43,01/27/2022 09:27:36 am,1.213,,,1.94
01/25/2022 12:38:14 pm,4.600,4.40,,,01/25/2022 12:42:48 pm,7.718,4.40,,,01/25/2022 12:45:18 pm,5.082,4.40,,,01/25/2022 12:46:38 pm,3.275,4.40,,,01/25/2022 12:47:20 pm,2.480,4.40,,,01/25/2022 12:48:04 pm,2.524,4.40,,,01/25/2022 12:48:34 pm,1.807,4.40,,,01/25/2022 12:51:11 pm,6.937,4.40,,,01/25/2022 12:51:53 pm,5.451,4.40,,,01/25/2022 12:52:33 pm,4.623,4.40,,,01/25/2022 12:53:09 pm,4.167,4.40,,,01/27/2022 09:13:10 am,2.737,4.40,,,01/27/2022 09:16:41 am,6.664,4.40,,,01/27/2022 09:17:33 am,5.054,4.40,,,01/27/2022 09:18:13 am,5.153,4.40,,,01/27/2022 09:19:18 am,3.841,4.40,,,01/27/2022 09:20:11 am,3.064,4.40,,,01/27/2022 09:25:51 am,3.631,4.40,,,01/27/2022 09:26:19 am,3.379,4.40,,,01/27/2022 09:26:44 am,2.075,4.40,,,01/27/2022 09:27:05 am,2.456,4.40,,,01/27/2022 09:27:36 am,1.215,4.40,,
01/25/2022 12:38:14 pm,4.789,,1.67,,01/25/2022 12:42:49 pm,8.063,,0.91,,01/25/2022 12:45:18 pm,5.278,,1.60,,01/25/2022 12:46:38 pm,3.419,,2.19,,01/25/2022 12:47:20 pm,2.591,,2.81,,01/25/2022 12:48:04 pm,2.620,,3.25,,01/25/2022 12:48:34 pm,1.889,,3.83,,01/25/2022 12:51:12 pm,7.279,,0.92,,01/25/2022 12:51:53 pm,5.686,,1.34,,01/25/2022 12:52:33 pm,4.816,,1.62,,01/25/2022 12:53:09 pm,4.337,,1.84,,01/27/2022 09:13:10 am,2.878,,2.23,,01/27/2022 09:16:41 am,6.991,,0.96,,01/27/2022 09:17:33 am,5.295,,1.30,,01/27/2022 09:18:13 am,5.344,,1.64,,01/27/2022 09:19:19 am,4.003,,1.95,,01/27/2022 09:20:11 am,3.211,,2.14,,01/27/2022 09:25:51 am,3.797,,1.89,,01/27/2022 09:26:19 am,3.503,,2.54,,01/27/2022 09:26:44 am,2.177,,3.08,,01/27/2022 09:27:05 am,2.545,,3.50,,01/27/2022 09:27:36 am,1.285,,4.49,
01/25/2022 12:38:14 pm,4.971,,,0.32,01/25/2022 12:42:49 pm,8.396,,,0.10,01/25/2022 12:45:18 pm,5.468,,,0.27,01/25/2022 12:46:38 pm,3.557,,,0.72,01/25/2022 12:47:20 pm,2.699,,,1.03,01/25/2022 12:48:04 pm,2.713,,,1.43,01/25/2022 12:48:34 pm,1.968,,,1.93,01/25/2022 12:51:12 pm,7.607,,,0.14,01/25/2022 12:51:53 pm,5.911,,,0.26,01/25/2022 12:52:34 pm,5.004,,,0.27,01/25/2022 12:53:09 pm,4.502,,,0.42,01/27/2022 09:13:11 am,3.014,,,0.60,01/27/2022 09:16:42 am,7.308,,,0.10,01/27/2022 09:17:33 am,5.527,,,0.23,01/27/2022 09:18:13 am,5.528,,,0.38,01/27/2022 09:19:19 am,4.160,,,0.37,01/27/2022 09:20:11 am,3.354,,,0.45,01/27/2022 09:25:51 am,3.958,,,0.42,01/27/2022 09:26:19 am,3.622,,,0.80,01/27/2022 09:26:44 am,2.275,,,1.19,01/27/2022 09:27:05 am,2.632,,,1.42,01/27/2022 09:27:36 am,1.353,,,1.48
01/25/2022 12:38:14 pm,4.977,5.03,,,01/25/2022 12:42:49 pm,8.407,5.03,,,01/25/2022 12:45:18 pm,5.474,5.03,,,01/25/2022 12:46:38 pm,3.562,5.03,,,01/25/2022 12:47:20 pm,2.703,5.03,,,01/25/2022 12:48:04 pm,2.717,5.03,,,01/25/2022 12:48:34 pm,1.971,5.03,,,01/25/2022 12:51:12 pm,7.622,5.03,,,01/25/2022 12:51:53 pm,5.921,5.03,,,01/25/2022 12:52:34 pm,5.009,5.03,,,01/25/2022 12:53:09 pm,4.508,5.03,,,01/27/2022 09:13:11 am,3.019,5.03,,,01/27/2022 09:16:42 am,7.318,5.03,,,01/27/2022 09:17:33 am,5.536,5.03,,,01/27/2022 09:18:13 am,5.535,5.03,,,01/27/2022 09:19:19 am,4.164,5.03,,,01/27/2022 09:20:11 am,3.358,5.03,,,01/27/2022 09:25:51 am,3.963,5.03,,,01/27/2022 09:26:19 am,3.627,5.03,,,01/27/2022 09:26:44 am,2.279,5.03,,,01/27/2022 09:27:05 am,2.635,5.03,,,01/27/2022 09:27:36 am,1.355,5.03,,
01/25/2022 12:38:15 pm,5.153,,1.78,,01/25/2022 12:42:49 pm,8.729,,0.98,,01/25/2022 12:45:18 pm,5.659,,1.70,,01/25/2022 12:46:38 pm,3.694,,2.39,,01/25/2022 12:47:20 pm,2.807,,3.03,,01/25/2022 12:48:04 pm,2.806,,3.52,,01/25/2022 12:48:35 pm,2.047,,4.14,,01/25/2022 12:51:12 pm,7.934,,1.01,,01/25/2022 12:51:54 pm,6.136,,1.46,,01/25/2022 12:52:34 pm,5.191,,1.73,,01/25/2022 12:53:09 pm,4.667,,1.98,,01/27/2022 09:13:11 am,3.150,,2.39,,01/27/2022 09:16:42 am,7.625,,1.02,,01/27/2022 09:17:33 am,5.759,,1.41,,01/27/2022 09:18:13 am,5.712,,1.78,,01/27/2022 09:19:19 am,4.316,,2.06,,01/27/2022 09:20:11 am,3.496,,2.27,,01/27/2022 09:25:52 am,4.118,,2.03,,01/27/2022 09:26:19 am,3.742,,2.73,,01/27/2022 09:26:44 am,2.374,,3.32,,01/27/2022 09:27:05 am,2.719,,3.74,,01/27/2022 09:27:36 am,1.422,,4.69,
01/25/2022 12:38:15 pm,5.326,,,0.23,01/25/2022 12:42:50 pm,9.044,,,0.06,01/25/2022 12:45:18 pm,5.840,,,0.17,01/25/2022 12:46:38 pm,3.823,,,0.38,01/25/2022 12:47:20 pm,2.908,,,0.67,01/25/2022 12:48:04 pm,2.894,,,0.86,01/25/2022 12:48:35 pm,2.121,,,1.06,01/25/2022 12:51:13 pm,8.239,,,0.08,01/25/2022 12:51:54 pm,6.347,,,0.16,01/25/2022 12:52:34 pm,5.366,,,0.42,01/25/2022 12:53:09 pm,4.819,,,0.53,01/27/2022 09:13:11 am,3.278,,,0.54,01/27/2022 09:16:42 am,7.925,,,0.08,01/27/2022 09:17:33 am,5.976,,,0.17,01/27/2022 09:18:13 am,5.885,,,0.18,01/27/2022 09:19:19 am,4.465,,,0.32,01/27/2022 09:20:11 am,3.630,,,0.61,01/27/2022 09:25:52 am,4.269,,,0.37,01/27/2022 09:26:19 am,3.855,,,0.54,01/27/2022 09:26:44 am,2.466,,,0.93,01/27/2022 09:27:05 am,2.800,,,1.62,01/27/2022 09:27:36 am,1.488,,,1.19
01/25/2022 12:38:15 pm,5.329,5.65,,,01/25/2022 12:42:50 pm,9.051,5.65,,,01/25/2022 12:45:18 pm,5.843,5.65,,,01/25/2022 12:46:38 pm,3.826,5.65,,,01/25/2022 12:47:20 pm,2.910,5.65,,,01/25/2022 12:48:04 pm,2.896,5.65,,,01/25/2022 12:48:35 pm,2.123,5.65,,,01/25/2022 12:51:13 pm,8.246,5.65,,,01/25/2022 12:51:54 pm,6.352,5.65,,,01/25/2022 12:52:34 pm,5.373,5.65,,,01/25/2022 12:53:09 pm,4.825,5.65,,,01/27/2022 09:13:11 am,3.282,5.65,,,01/27/2022 09:16:42 am,7.932,5.65,,,01/27/2022 09:17:33 am,5.982,5.65,,,01/27/2022 09:18:13 am,5.888,5.65,,,01/27/2022 09:19:19 am,4.469,5.65,,,01/27/2022 09:20:11 am,3.635,5.65,,,01/27/2022 09:25:52 am,4.273,5.65,,,01/27/2022 09:26:19 am,3.857,5.65,,,01/27/2022 09:26:44 am,2.468,5.65,,,01/27/2022 09:27:05 am,2.803,5.65,,,01/27/2022 09:27:36 am,1.489,5.65,,
01/25/2022 12:38:15 pm,5.498,,1.86,,01/25/2022 12:42:50 pm,9.360,,1.02,,01/25/2022 12:45:19 pm,6.022,,1.76,,01/25/2022 12:46:38 pm,3.952,,2.48,,01/25/2022 12:47:21 pm,3.009,,3.17,,01/25/2022 12:48:04 pm,2.981,,3.67,,01/25/2022 12:48:35 pm,2.196,,4.29,,01/25/2022 12:51:13 pm,8.544,,1.06,,01/25/2022 12:51:54 pm,6.558,,1.53,,01/25/2022 12:52:34 pm,5.541,,1.87,,01/25/2022 12:53:09 pm,4.972,,2.14,,01/27/2022 09:13:11 am,3.406,,2.53,,01/27/2022 09:16:43 am,8.225,,1.07,,01/27/2022 09:17:34 am,6.194,,1.48,,01/27/2022 09:18:14 am,6.059,,1.84,,01/27/2022 09:19:19 am,4.614,,2.16,,01/27/2022 09:20:11 am,3.764,,2.43,,01/27/2022 09:25:52 am,4.420,,2.14,,01/27/2022 09:26:19 am,3.967,,2.85,,01/27/2022 09:26:44 am,2.558,,3.49,,01/27/2022 09:27:05 am,2.882,,4.00,,01/27/2022 09:27:36 am,1.554,,4.85,
01/25/2022 12:38:15 pm,5.662,,,0.33,01/25/2022 12:42:50 pm,9.661,,,0.09,01/25/2022 12:45:19 pm,6.195,,,0.32,01/25/2022 12:46:39 pm,4.075,,,0.69,01/25/2022 12:47:21 pm,3.106,,,0.81,01/25/2022 12:48:05 pm,3.065,,,0.98,01/25/2022 12:48:35 pm,2.267,,,1.56,01/25/2022 12:51:13 pm,8.836,,,0.07,01/25/2022 12:51:54 pm,6.759,,,0.19,01/25/2022 12:52:34 pm,5.705,,,0.29,01/25/2022 12:53:10 pm,5.115,,,0.36,01/27/2022 09:13:11 am,3.528,,,0.40,01/27/2022 09:16:43 am,8.511,,,0.10,01/27/2022 09:17:34 am,6.400,,,0.17,01/27/2022 09:18:14 am,6.225,,,0.27,01/27/2022 09:19:19 am,4.756,,,0.40,01/27/2022 09:20:11 am,3.891,,,0.41,01/27/2022 09:25:52 am,4.564,,,0.33,01/27/2022 09:26:20 am,4.075,,,0.69,01/27/2022 09:26:44 am,2.646,,,0.90,01/27/2022 09:27:05 am,2.958,,,1.76,01/27/2022 09:27:36 am,1.617,,,2.01
01/25/2022 12:38:15 pm,5.667,6.28,,,01/25/2022 12:42:50 pm,9.669,6.28,,,01/25/2022 12:45:19 pm,6.200,6.28,,,01/25/2022 12:46:39 pm,4.079,6.28,,,01/25/2022 12:47:21 pm,3.109,6.28,,,01/25/2022 12:48:05 pm,3.067,6.28,,,01/25/2022 12:48:35 pm,2.269,6.28,,,01/25/2022 12:51:13 pm,8.842,6.28,,,01/25/2022 12:51:54 pm,6.764,6.28,,,01/25/2022 12:52:34 pm,5.709,6.28,,,01/25/2022 12:53:10 pm,5.119,6.28,,,01/27/2022 09:13:11 am,3.530,6.28,,,01/27/2022 09:16:43 am,8.518,6.28,,,01/27/2022 09:17:34 am,6.405,6.28,,,01/27/2022 09:18:14 am,6.229,6.28,,,01/27/2022 09:19:19 am,4.760,6.28,,,01/27/2022 09:20:11 am,3.893,6.28,,,01/27/2022 09:25:52 am,4.567,6.28,,,01/27/2022 09:26:20 am,4.078,6.28,,,01/27/2022 09:26:44 am,2.648,6.28,,,01/27/2022 09:27:05 am,2.960,6.28,,,01/27/2022 09:27:36 am,1.618,6.28,,
01/25/2022 12:38:15 pm,5.826,,1.97,,01/25/2022 12:42:50 pm,9.962,,1.07,,01/25/2022 12:45:19 pm,6.367,,1.87,,01/25/2022 12:46:39 pm,4.197,,2.65,,01/25/2022 12:47:21 pm,3.203,,3.33,,01/25/2022 12:48:05 pm,3.149,,3.83,,01/25/2022 12:48:35 pm,2.338,,4.52,,01/25/2022 12:51:14 pm,9.128,,1.10,,01/25/2022 12:51:54 pm,6.960,,1.60,,01/25/2022 12:52:34 pm,5.869,,1.97,,01/25/2022 12:53:10 pm,5.258,,2.25,,01/27/2022 09:13:11 am,3.650,,2.63,,01/27/2022 09:16:43 am,8.796,,1.13,,01/27/2022 09:17:34 am,6.607,,1.56,,01/27/2022 09:18:14 am,6.392,,1.93,,01/27/2022 09:19:19 am,4.898,,2.27,,01/27/2022 09:20:12 am,4.017,,2.53,,01/27/2022 09:25:52 am,4.708,,2.23,,01/27/2022 09:26:20 am,4.183,,3.00,,01/27/2022 09:26:44 am,2.735,,3.65,,01/27/2022 09:27:06 am,3.034,,4.27,,01/27/2022 09:27:36 am,1.680,,5.10,
01/25/2022 12:38:15 pm,5.979,,,0.53,01/25/2022 12:42:51 pm,10.247,,,0.11,01/25/2022 12:45:19 pm,6.530,,,0.34,01/25/2022 12:46:39 pm,4.313,,,0.56,01/25/2022 12:47:21 pm,3.296,,,0.75,01/25/2022 12:48:05 pm,3.229,,,1.34,01/25/2022 12:48:35 pm,2.407,,,0.73,01/25/2022 12:51:14 pm,9.409,,,0.09,01/25/2022 12:51:55 pm,7.153,,,0.12,01/25/2022 12:52:35 pm,6.025,,,0.22,01/25/2022 12:53:10 pm,5.395,,,0.38,01/27/2022 09:13:11 am,3.767,,,0.46,01/27/2022 09:16:44 am,9.067,,,0.10,01/27/2022 09:17:34 am,6.803,,,0.26,01/27/2022 09:18:14 am,6.549,,,0.43,01/27/2022 09:19:20 am,5.033,,,0.40,01/27/2022 09:20:12 am,4.139,,,0.33,01/27/2022 09:25:52 am,4.847,,,0.25,01/27/2022 09:26:20 am,4.285,,,0.64,01/27/2022 09:26:44 am,2.819,,,1.11,01/27/2022 09:27:06 am,3.106,,,0.84,01/27/2022 09:27:36 am,1.740,,,1.62
01/25/2022 12:38:15 pm,5.985,6.91,,,01/25/2022 12:42:51 pm,10.255,6.91,,,01/25/2022 12:45:19 pm,6.535,6.91,,,01/25/2022 12:46:39 pm,4.316,6.91,,,01/25/2022 12:47:21 pm,3.298,6.91,,,01/25/2022 12:48:05 pm,3.231,6.91,,,01/25/2022 12:48:35 pm,2.408,6.91,,,01/25/2022 12:51:14 pm,9.415,6.91,,,01/25/2022 12:51:55 pm,7.156,6.91,,,01/25/2022 12:52:35 pm,6.028,6.91,,,01/25/2022 12:53:10 pm,5.398,6.91,,,01/27/2022 09:13:11 am,3.769,6.91,,,01/27/2022 09:16:44 am,9.074,6.91,,,01/27/2022 09:17:34 am,6.809,6.91,,,01/27/2022 09:18:14 am,6.554,6.91,,,01/27/2022 09:19:20 am,5.036,6.91,,,01/27/2022 09:20:12 am,4.141,6.91,,,01/27/2022 09:25:52 am,4.849,6.91,,,01/27/2022 09:26:20 am,4.287,6.91,,,01/27/2022 09:26:44 am,2.821,6.91,,,01/27/2022 09:27:06 am,3.107,6.91,,,01/27/2022 09:27:36 am,1.742,6.91,,
01/25/2022 12:38:16 pm,6.133,,2.13,,01/25/2022 12:42:51 pm,10.531,,1.14,,01/25/2022 12:45:19 pm,6.693,,1.99,,01/25/2022 12:46:39 pm,4.429,,2.78,,01/25/2022 12:47:21 pm,3.388,,3.46,,01/25/2022 12:48:05 pm,3.309,,4.05,,01/25/2022 12:48:35 pm,2.476,,4.62,,01/25/2022 12:51:14 pm,9.689,,1.15,,01/25/2022 12:51:55 pm,7.347,,1.65,,01/25/2022 12:52:35 pm,6.182,,2.04,,01/25/2022 12:53:10 pm,5.532,,2.35,,01/27/2022 09:13:11 am,3.884,,2.73,,01/27/2022 09:16:44 am,9.338,,1.19,,01/27/2022 09:17:34 am,6.999,,1.66,,01/27/2022 09:18:14 am,6.706,,2.07,,01/27/2022 09:19:20 am,5.168,,2.38,,01/27/2022 09:20:12 am,4.261,,2.61,,01/27/2022 09:25:52 am,4.985,,2.30,,01/27/2022 09:26:20 am,4.388,,3.13,,01/27/2022 09:26:44 am,2.903,,3.83,,01/27/2022 09:27:06 am,3.179,,4.39,,01/27/2022 09:27:36 am,1.801,,5.30,
