"Date and Time Run 1","Time (s) Run 1","Angle (rad) Run 1","Angular Speed (rad/s) Run 1","Angular Acceleration (rad/s²) Run 1","Date and Time Run 2","Time (s) Run 2","Angle (rad) Run 2","Angular Speed (rad/s) Run 2","Angular Acceleration (rad/s²) Run 2","Date and Time Run 3","Time (s) Run 3","Angle (rad) Run 3","Angular Speed (rad/s) Run 3","Angular Acceleration (rad/s²) Run 3","Date and Time Run 4","Time (s) Run 4","Angle (rad) Run 4","Angular Speed (rad/s) Run 4","Angular Acceleration (rad/s²) Run 4","Date and Time Run 5","Time (s) Run 5","Angle (rad) Run 5","Angular Speed (rad/s) Run 5","Angular Acceleration (rad/s²) Run 5","Date and Time Run 6","Time (s) Run 6","Angle (rad) Run 6","Angular Speed (rad/s) Run 6","Angular Acceleration (rad/s²) Run 6","Date and Time Run 7","Time (s) Run 7","Angle (rad) Run 7","Angular Speed (rad/s) Run 7","Angular Acceleration (rad/s²) Run 7","Date and Time Run 8","Time (s) Run 8","Angle (rad) Run 8","Angular Speed (rad/s) Run 8","Angular Acceleration (rad/s²) Run 8","Date and Time Run 9","Time (s) Run 9","Angle (rad) Run 9","Angular Speed (rad/s) Run 9","Angular Acceleration (rad/s²) Run 9","Date and Time Run 10","Time (s) Run 10","Angle (rad) Run 10","Angular Speed (rad/s) Run 10","Angular Acceleration (rad/s²) Run 10","Date and Time Run 11","Time (s) Run 11","Angle (rad) Run 11","Angular Speed (rad/s) Run 11","Angular Acceleration (rad/s²) Run 11","Date and Time Run 12","Time (s) Run 12","Angle (rad) Run 12","Angular Speed (rad/s) Run 12","Angular Acceleration (rad/s²) Run 12","Date and Time Run 13","Time (s) Run 13","Angle (rad) Run 13","Angular Speed (rad/s) Run 13","Angular Acceleration (rad/s²) Run 13","Date and Time Run 14","Time (s) Run 14","Angle (rad) Run 14","Angular Speed (rad/s) Run 14","Angular Acceleration (rad/s²) Run 14","Date and Time Run 15","Time (s) Run 15","Angle (rad) Run 15","Angular Speed (rad/s) Run 15","Angular Acceleration (rad/s²) Run 15","Date and Time Run 16","Time (s) Run 16","Angle (rad) Run 16","Angular Speed (rad/s) Run 16","Angular Acceleration (rad/s²) Run 16","Date and Time Run 17","Time (s) Run 17","Angle (rad) Run 17","Angular Speed (rad/s) Run 17","Angular Acceleration (rad/s²) Run 17","Date and Time Run 18","Time (s) Run 18","Angle (rad) Run 18","Angular Speed (rad/s) Run 18","Angular Acceleration (rad/s²) Run 18","Date and Time Run 19","Time (s) Run 19","Angle (rad) Run 19","Angular Speed (rad/s) Run 19","Angular Acceleration (rad/s²) Run 19","Date and Time Run 20","Time (s) Run 20","Angle (rad) Run 20","Angular Speed (rad/s) Run 20","Angular Acceleration (rad/s²) Run 20","Date and Time Run 21","Time (s) Run 21","Angle (rad) Run 21","Angular Speed (rad/s) Run 21","Angular Acceleration (rad/s²) Run 21","Date and Time Run 22","Time (s) Run 22","Angle (rad) Run 22","Angular Speed (rad/s) Run 22","Angular Acceleration (rad/s²) Run 22"
01/25/2022 12:38:16 pm,6.278,,,0.22,01/25/2022 12:42:51 pm,10.803,,,0.07,01/25/2022 12:45:19 pm,6.849,,,0.22,01/25/2022 12:46:39 pm,4.539,,,0.63,01/25/2022 12:47:21 pm,3.478,,,0.57,01/25/2022 12:48:05 pm,3.386,,,0.32,01/25/2022 12:48:35 pm,2.543,,,1.38,01/25/2022 12:51:14 pm,9.961,,,0.03,01/25/2022 12:51:55 pm,7.533,,,0.19,01/25/2022 12:52:35 pm,6.332,,,0.35,01/25/2022 12:53:10 pm,5.664,,,0.27,01/27/2022 09:13:11 am,3.997,,,0.55,01/27/2022 09:16:44 am,9.599,,,0.08,01/27/2022 09:17:35 am,7.186,,,0.14,01/27/2022 09:18:14 am,6.856,,,0.22,01/27/2022 09:19:20 am,5.297,,,0.36,01/27/2022 09:20:12 am,4.378,,,0.68,01/27/2022 09:25:53 am,5.119,,,0.35,01/27/2022 09:26:20 am,4.486,,,0.73,01/27/2022 09:26:44 am,2.982,,,1.26,01/27/2022 09:27:06 am,3.249,,,1.35,01/27/2022 09:27:36 am,1.859,,,2.12
01/25/2022 12:38:16 pm,6.280,7.54,,,01/25/2022 12:42:51 pm,10.807,7.54,,,01/25/2022 12:45:19 pm,6.851,7.54,,,01/25/2022 12:46:39 pm,4.542,7.54,,,01/25/2022 12:47:21 pm,3.479,7.54,,,01/25/2022 12:48:05 pm,3.386,7.54,,,01/25/2022 12:48:35 pm,2.544,7.54,,,01/25/2022 12:51:14 pm,9.963,7.54,,,01/25/2022 12:51:55 pm,7.537,7.54,,,01/25/2022 12:52:35 pm,6.336,7.54,,,01/25/2022 12:53:10 pm,5.666,7.54,,,01/27/2022 09:13:11 am,3.999,7.54,,,01/27/2022 09:16:44 am,9.603,7.54,,,01/27/2022 09:17:35 am,7.188,7.54,,,01/27/2022 09:18:14 am,6.858,7.54,,,01/27/2022 09:19:20 am,5.300,7.54,,,01/27/2022 09:20:12 am,4.381,7.54,,,01/27/2022 09:25:53 am,5.122,7.54,,,01/27/2022 09:26:20 am,4.488,7.54,,,01/27/2022 09:26:44 am,2.984,7.54,,,01/27/2022 09:27:06 am,3.250,7.54,,,01/27/2022 09:27:36 am,1.860,7.54,,
01/25/2022 12:38:16 pm,6.423,,2.19,,01/25/2022 12:42:52 pm,11.075,,1.18,,01/25/2022 12:45:20 pm,7.004,,2.05,,01/25/2022 12:46:39 pm,4.649,,2.92,,01/25/2022 12:47:21 pm,3.567,,3.57,,01/25/2022 12:48:05 pm,3.463,,4.10,,01/25/2022 12:48:35 pm,2.610,,4.80,,01/25/2022 12:51:15 pm,10.234,,1.16,,01/25/2022 12:51:55 pm,7.720,,1.72,,01/25/2022 12:52:35 pm,6.483,,2.14,,01/25/2022 12:53:10 pm,5.795,,2.42,,01/27/2022 09:13:12 am,4.109,,2.86,,01/27/2022 09:16:44 am,9.859,,1.23,,01/27/2022 09:17:35 am,7.372,,1.71,,01/27/2022 09:18:15 am,7.005,,2.13,,01/27/2022 09:19:20 am,5.427,,2.48,,01/27/2022 09:20:12 am,4.495,,2.77,,01/27/2022 09:25:53 am,5.253,,2.40,,01/27/2022 09:26:20 am,4.584,,3.27,,01/27/2022 09:26:45 am,3.062,,4.04,,01/27/2022 09:27:06 am,3.319,,4.58,,01/27/2022 09:27:36 am,1.917,,5.54,
01/25/2022 12:38:16 pm,6.564,,,0.26,01/25/2022 12:42:52 pm,11.337,,,0.09,01/25/2022 12:45:20 pm,7.154,,,0.30,01/25/2022 12:46:39 pm,4.754,,,0.80,01/25/2022 12:47:21 pm,3.653,,,1.18,01/25/2022 12:48:05 pm,3.538,,,1.33,01/25/2022 12:48:35 pm,2.674,,,1.69,01/25/2022 12:51:15 pm,10.498,,,0.11,01/25/2022 12:51:55 pm,7.897,,,0.32,01/25/2022 12:52:35 pm,6.628,,,0.13,01/25/2022 12:53:10 pm,5.922,,,0.42,01/27/2022 09:13:12 am,4.217,,,0.54,01/27/2022 09:16:45 am,10.108,,,0.14,01/27/2022 09:17:35 am,7.552,,,0.23,01/27/2022 09:18:15 am,7.149,,,0.35,01/27/2022 09:19:20 am,5.550,,,0.49,01/27/2022 09:20:12 am,4.606,,,0.43,01/27/2022 09:25:53 am,5.381,,,0.42,01/27/2022 09:26:20 am,4.678,,,0.92,01/27/2022 09:26:45 am,3.139,,,1.17,01/27/2022 09:27:06 am,3.386,,,1.48,01/27/2022 09:27:36 am,1.972,,,2.25
01/25/2022 12:38:16 pm,6.566,8.17,,,01/25/2022 12:42:52 pm,11.342,8.17,,,01/25/2022 12:45:20 pm,7.157,8.17,,,01/25/2022 12:46:39 pm,4.757,8.17,,,01/25/2022 12:47:21 pm,3.655,8.17,,,01/25/2022 12:48:05 pm,3.540,8.17,,,01/25/2022 12:48:35 pm,2.675,8.17,,,01/25/2022 12:51:15 pm,10.504,8.17,,,01/25/2022 12:51:55 pm,7.902,8.17,,,01/25/2022 12:52:35 pm,6.629,8.17,,,01/25/2022 12:53:10 pm,5.925,8.17,,,01/27/2022 09:13:12 am,4.219,8.17,,,01/27/2022 09:16:45 am,10.115,8.17,,,01/27/2022 09:17:35 am,7.556,8.17,,,01/27/2022 09:18:15 am,7.152,8.17,,,01/27/2022 09:19:20 am,5.553,8.17,,,01/27/2022 09:20:12 am,4.608,8.17,,,01/27/2022 09:25:53 am,5.384,8.17,,,01/27/2022 09:26:20 am,4.680,8.17,,,01/27/2022 09:26:45 am,3.140,8.17,,,01/27/2022 09:27:06 am,3.387,8.17,,,01/27/2022 09:27:36 am,1.973,8.17,,
01/25/2022 12:38:16 pm,6.705,,2.27,,01/25/2022 12:42:52 pm,11.599,,1.22,,01/25/2022 12:45:20 pm,7.304,,2.14,,01/25/2022 12:46:39 pm,4.858,,3.09,,01/25/2022 12:47:21 pm,3.738,,3.77,,01/25/2022 12:48:05 pm,3.613,,4.30,,01/25/2022 12:48:35 pm,2.738,,5.02,,01/25/2022 12:51:15 pm,10.762,,1.22,,01/25/2022 12:51:56 pm,8.074,,1.83,,01/25/2022 12:52:35 pm,6.773,,2.18,,01/25/2022 12:53:11 pm,6.049,,2.53,,01/27/2022 09:13:12 am,4.325,,2.97,,01/27/2022 09:16:45 am,10.358,,1.30,,01/27/2022 09:17:35 am,7.731,,1.79,,01/27/2022 09:18:15 am,7.293,,2.24,,01/27/2022 09:19:20 am,5.674,,2.60,,01/27/2022 09:20:12 am,4.718,,2.87,,01/27/2022 09:25:53 am,5.510,,2.50,,01/27/2022 09:26:20 am,4.772,,3.44,,01/27/2022 09:26:45 am,3.215,,4.21,,01/27/2022 09:27:06 am,3.453,,4.78,,01/27/2022 09:27:37 am,2.028,,5.79,
01/25/2022 12:38:16 pm,6.841,,,0.24,01/25/2022 12:42:52 pm,11.851,,,0.10,01/25/2022 12:45:20 pm,7.449,,,0.11,01/25/2022 12:46:39 pm,4.959,,,0.18,01/25/2022 12:47:21 pm,3.821,,,0.73,01/25/2022 12:48:05 pm,3.684,,,1.28,01/25/2022 12:48:35 pm,2.799,,,1.27,01/25/2022 12:51:16 pm,11.016,,,0.07,01/25/2022 12:51:56 pm,8.242,,,0.18,01/25/2022 12:52:35 pm,6.913,,,0.41,01/25/2022 12:53:11 pm,6.170,,,0.64,01/27/2022 09:13:12 am,4.428,,,0.62,01/27/2022 09:16:45 am,10.597,,,0.08,01/27/2022 09:17:35 am,7.903,,,0.19,01/27/2022 09:18:15 am,7.431,,,0.23,01/27/2022 09:19:20 am,5.794,,,0.21,01/27/2022 09:20:12 am,4.824,,,0.64,01/27/2022 09:25:53 am,5.632,,,0.49,01/27/2022 09:26:20 am,4.861,,,0.55,01/27/2022 09:26:45 am,3.288,,,0.93,01/27/2022 09:27:06 am,3.517,,,1.53,01/27/2022 09:27:37 am,2.082,,,0.80
01/25/2022 12:38:16 pm,6.843,8.80,,,01/25/2022 12:42:52 pm,11.855,8.80,,,01/25/2022 12:45:20 pm,7.450,8.80,,,01/25/2022 12:46:39 pm,4.960,8.80,,,01/25/2022 12:47:21 pm,3.822,8.80,,,01/25/2022 12:48:05 pm,3.686,8.80,,,01/25/2022 12:48:35 pm,2.800,8.80,,,01/25/2022 12:51:16 pm,11.020,8.80,,,01/25/2022 12:51:56 pm,8.245,8.80,,,01/25/2022 12:52:35 pm,6.917,8.80,,,01/25/2022 12:53:11 pm,6.174,8.80,,,01/27/2022 09:13:12 am,4.430,8.80,,,01/27/2022 09:16:45 am,10.600,8.80,,,01/27/2022 09:17:35 am,7.906,8.80,,,01/27/2022 09:18:15 am,7.433,8.80,,,01/27/2022 09:19:20 am,5.795,8.80,,,01/27/2022 09:20:12 am,4.827,8.80,,,01/27/2022 09:25:53 am,5.635,8.80,,,01/27/2022 09:26:20 am,4.863,8.80,,,01/27/2022 09:26:45 am,3.289,8.80,,,01/27/2022 09:27:06 am,3.519,8.80,,,01/27/2022 09:27:37 am,2.082,8.80,,
01/25/2022 12:38:16 pm,6.978,,2.33,,01/25/2022 12:42:53 pm,12.103,,1.27,,01/25/2022 12:45:20 pm,7.595,,2.17,,01/25/2022 12:46:40 pm,5.061,,3.13,,01/25/2022 12:47:21 pm,3.903,,3.89,,01/25/2022 12:48:05 pm,3.756,,4.48,,01/25/2022 12:48:35 pm,2.861,,5.18,,01/25/2022 12:51:16 pm,11.270,,1.26,,01/25/2022 12:51:56 pm,8.411,,1.90,,01/25/2022 12:52:36 pm,7.054,,2.30,,01/25/2022 12:53:11 pm,6.291,,2.68,,01/27/2022 09:13:12 am,4.531,,3.10,,01/27/2022 09:16:45 am,10.835,,1.33,,01/27/2022 09:17:36 am,8.075,,1.86,,01/27/2022 09:18:15 am,7.570,,2.30,,01/27/2022 09:19:20 am,5.914,,2.65,,01/27/2022 09:20:12 am,4.931,,3.01,,01/27/2022 09:25:53 am,5.755,,2.62,,01/27/2022 09:26:20 am,4.951,,3.54,,01/27/2022 09:26:45 am,3.361,,4.35,,01/27/2022 09:27:06 am,3.582,,4.98,,01/27/2022 09:27:37 am,2.135,,5.88,
01/25/2022 12:38:17 pm,7.111,,,0.23,01/25/2022 12:42:53 pm,12.348,,,0.03,01/25/2022 12:45:20 pm,7.737,,,0.23,01/25/2022 12:46:40 pm,5.159,,,0.58,01/25/2022 12:47:21 pm,3.982,,,0.60,01/25/2022 12:48:05 pm,3.825,,,0.73,01/25/2022 12:48:35 pm,2.921,,,1.27,01/25/2022 12:51:16 pm,11.518,,,0.06,01/25/2022 12:51:56 pm,8.575,,,0.10,01/25/2022 12:52:36 pm,7.188,,,0.32,01/25/2022 12:53:11 pm,6.406,,,0.40,01/27/2022 09:13:12 am,4.631,,,0.45,01/27/2022 09:16:46 am,11.068,,,0.06,01/27/2022 09:17:36 am,8.243,,,0.11,01/27/2022 09:18:15 am,7.706,,,0.11,01/27/2022 09:19:21 am,6.030,,,0.41,01/27/2022 09:20:13 am,5.034,,,0.62,01/27/2022 09:25:53 am,5.873,,,0.34,01/27/2022 09:26:21 am,5.039,,,0.60,01/27/2022 09:26:45 am,3.433,,,0.77,01/27/2022 09:27:06 am,3.643,,,1.94,01/27/2022 09:27:37 am,2.188,,,2.28
01/25/2022 12:38:17 pm,7.113,9.42,,,01/25/2022 12:42:53 pm,12.350,9.42,,,01/25/2022 12:45:20 pm,7.739,9.42,,,01/25/2022 12:46:40 pm,5.161,9.42,,,01/25/2022 12:47:21 pm,3.983,9.42,,,01/25/2022 12:48:05 pm,3.826,9.42,,,01/25/2022 12:48:35 pm,2.922,9.42,,,01/25/2022 12:51:16 pm,11.521,9.42,,,01/25/2022 12:51:56 pm,8.576,9.42,,,01/25/2022 12:52:36 pm,7.190,9.42,,,01/25/2022 12:53:11 pm,6.408,9.42,,,01/27/2022 09:13:12 am,4.633,9.42,,,01/27/2022 09:16:46 am,11.071,9.42,,,01/27/2022 09:17:36 am,8.244,9.42,,,01/27/2022 09:18:15 am,7.707,9.42,,,01/27/2022 09:19:21 am,6.033,9.42,,,01/27/2022 09:20:13 am,5.036,9.42,,,01/27/2022 09:25:53 am,5.875,9.42,,,01/27/2022 09:26:21 am,5.040,9.42,,,01/27/2022 09:26:45 am,3.434,9.42,,,01/27/2022 09:27:06 am,3.645,9.42,,,01/27/2022 09:27:37 am,2.189,9.42,,
01/25/2022 12:38:17 pm,7.244,,2.40,,01/25/2022 12:42:53 pm,12.594,,1.29,,01/25/2022 12:45:20 pm,7.880,,2.24,,01/25/2022 12:46:40 pm,5.258,,3.24,,01/25/2022 12:47:22 pm,4.062,,3.99,,01/25/2022 12:48:05 pm,3.895,,4.58,,01/25/2022 12:48:35 pm,2.981,,5.33,,01/25/2022 12:51:16 pm,11.766,,1.28,,01/25/2022 12:51:56 pm,8.739,,1.93,,01/25/2022 12:52:36 pm,7.322,,2.38,,01/25/2022 12:53:11 pm,6.521,,2.77,,01/27/2022 09:13:12 am,4.731,,3.19,,01/27/2022 09:16:46 am,11.301,,1.36,,01/27/2022 09:17:36 am,8.410,,1.90,,01/27/2022 09:18:15 am,7.842,,2.33,,01/27/2022 09:19:21 am,6.147,,2.74,,01/27/2022 09:20:13 am,5.136,,3.13,,01/27/2022 09:25:53 am,5.991,,2.70,,01/27/2022 09:26:21 am,5.126,,3.65,,01/27/2022 09:26:45 am,3.504,,4.46,,01/27/2022 09:27:06 am,3.705,,5.22,,01/27/2022 09:27:37 am,2.240,,6.12,
01/25/2022 12:38:17 pm,7.371,,,0.53,01/25/2022 12:42:53 pm,12.832,,,0.15,01/25/2022 12:45:21 pm,8.017,,,0.39,01/25/2022 12:46:40 pm,5.353,,,0.59,01/25/2022 12:47:22 pm,4.139,,,1.28,01/25/2022 12:48:05 pm,3.962,,,1.21,01/25/2022 12:48:36 pm,3.039,,,0.73,01/25/2022 12:51:17 pm,12.007,,,0.09,01/25/2022 12:51:56 pm,8.899,,,0.23,01/25/2022 12:52:36 pm,7.453,,,0.21,01/25/2022 12:53:11 pm,6.634,,,0.19,01/27/2022 09:13:12 am,4.828,,,0.58,01/27/2022 09:16:46 am,11.527,,,0.14,01/27/2022 09:17:36 am,8.572,,,0.29,01/27/2022 09:18:15 am,7.973,,,0.41,01/27/2022 09:19:21 am,6.260,,,0.41,01/27/2022 09:20:13 am,5.236,,,0.00,01/27/2022 09:25:54 am,6.106,,,0.19,01/27/2022 09:26:21 am,5.211,,,0.87,01/27/2022 09:26:45 am,3.573,,,1.27,01/27/2022 09:27:06 am,3.765,,,1.01,01/27/2022 09:27:37 am,2.291,,,1.61
01/25/2022 12:38:17 pm,7.375,10.05,,,01/25/2022 12:42:53 pm,12.838,10.05,,,01/25/2022 12:45:21 pm,8.020,10.05,,,01/25/2022 12:46:40 pm,5.355,10.05,,,01/25/2022 12:47:22 pm,4.141,10.05,,,01/25/2022 12:48:05 pm,3.963,10.05,,,01/25/2022 12:48:36 pm,3.040,10.05,,,01/25/2022 12:51:17 pm,12.011,10.05,,,01/25/2022 12:51:56 pm,8.902,10.05,,,01/25/2022 12:52:36 pm,7.454,10.05,,,01/25/2022 12:53:11 pm,6.635,10.05,,,01/27/2022 09:13:12 am,4.830,10.05,,,01/27/2022 09:16:46 am,11.532,10.05,,,01/27/2022 09:17:36 am,8.576,10.05,,,01/27/2022 09:18:15 am,7.976,10.05,,,01/27/2022 09:19:21 am,6.262,10.05,,,01/27/2022 09:20:13 am,5.236,10.05,,,01/27/2022 09:25:54 am,6.107,10.05,,,01/27/2022 09:26:21 am,5.212,10.05,,,01/27/2022 09:26:45 am,3.574,10.05,,,01/27/2022 09:27:06 am,3.765,10.05,,,01/27/2022 09:27:37 am,2.291,10.05,,
01/25/2022 12:38:17 pm,7.499,,2.53,,01/25/2022 12:42:54 pm,13.070,,1.36,,01/25/2022 12:45:21 pm,8.154,,2.35,,01/25/2022 12:46:40 pm,5.449,,3.35,,01/25/2022 12:47:22 pm,4.216,,4.18,,01/25/2022 12:48:06 pm,4.030,,4.74,,01/25/2022 12:48:36 pm,3.098,,5.41,,01/25/2022 12:51:17 pm,12.248,,1.33,,01/25/2022 12:51:57 pm,9.059,,2.00,,01/25/2022 12:52:36 pm,7.583,,2.44,,01/25/2022 12:53:11 pm,6.746,,2.81,,01/27/2022 09:13:12 am,4.925,,3.30,,01/27/2022 09:16:46 am,11.752,,1.43,,01/27/2022 09:17:36 am,8.733,,1.99,,01/27/2022 09:18:16 am,8.105,,2.44,,01/27/2022 09:19:21 am,6.372,,2.84,,01/27/2022 09:20:13 am,5.337,,3.14,,01/27/2022 09:25:54 am,6.221,,2.75,,01/27/2022 09:26:21 am,5.295,,3.80,,01/27/2022 09:26:45 am,3.642,,4.64,,01/27/2022 09:27:06 am,3.824,,5.34,,01/27/2022 09:27:37 am,2.341,,6.28,
01/25/2022 12:38:17 pm,7.622,,,0.23,01/25/2022 12:42:54 pm,13.296,,,0.13,01/25/2022 12:45:21 pm,8.287,,,0.06,01/25/2022 12:46:40 pm,5.541,,,0.50,01/25/2022 12:47:22 pm,4.291,10.68,,,01/25/2022 12:48:06 pm,4.095,,,0.75,01/25/2022 12:48:36 pm,3.155,,,1.01,01/25/2022 12:51:17 pm,12.483,,,0.05,01/25/2022 12:51:57 pm,9.216,,,0.03,01/25/2022 12:52:36 pm,7.710,,,0.31,01/25/2022 12:53:11 pm,6.856,,,0.40,01/27/2022 09:13:13 am,5.019,,,0.34,01/27/2022 09:16:46 am,11.971,,,0.06,01/27/2022 09:17:36 am,8.889,,,0.14,01/27/2022 09:18:16 am,8.232,,,0.30,01/27/2022 09:19:21 am,6.481,,,0.42,01/27/2022 09:20:13 am,5.436,,,0.41,01/27/2022 09:25:54 am,6.334,,,0.39,01/27/2022 09:26:21 am,5.376,,,0.81,01/27/2022 09:26:45 am,3.709,,,1.16,01/27/2022 09:27:06 am,3.882,,,1.29,01/27/2022 09:27:37 am,2.391,,,2.07
01/25/2022 12:38:17 pm,7.623,10.68,,,01/25/2022 12:42:54 pm,13.301,10.68,,,01/25/2022 12:45:21 pm,8.287,10.68,,,01/25/2022 12:46:40 pm,5.542,10.68,,,01/25/2022 12:47:22 pm,4.291,,,-0.03,01/25/2022 12:48:06 pm,4.096,10.68,,,01/25/2022 12:48:36 pm,3.156,10.68,,,01/25/2022 12:51:17 pm,12.485,10.68,,,01/25/2022 12:51:57 pm,9.216,10.68,,,01/25/2022 12:52:36 pm,7.712,10.68,,,01/25/2022 12:53:11 pm,6.858,10.68,,,01/27/2022 09:13:13 am,5.020,10.68,,,01/27/2022 09:16:46 am,11.973,10.68,,,01/27/2022 09:17:36 am,8.891,10.68,,,01/27/2022 09:18:16 am,8.234,10.68,,,01/27/2022 09:19:21 am,6.483,10.68,,,01/27/2022 09:20:13 am,5.437,10.68,,,01/27/2022 09:25:54 am,6.336,10.68,,,01/27/2022 09:26:21 am,5.378,10.68,,,01/27/2022 09:26:45 am,3.710,10.68,,,01/27/2022 09:27:06 am,3.883,10.68,,,01/27/2022 09:27:37 am,2.391,10.68,,
01/25/2022 12:38:17 pm,7.744,,2.59,,01/25/2022 12:42:54 pm,13.523,,1.42,,01/25/2022 12:45:21 pm,8.420,,2.36,,01/25/2022 12:46:40 pm,5.633,,3.45,,01/25/2022 12:47:22 pm,4.366,,4.18,,01/25/2022 12:48:06 pm,4.161,,4.84,,01/25/2022 12:48:36 pm,3.212,,5.53,,01/25/2022 12:51:17 pm,12.718,,1.35,,01/25/2022 12:51:57 pm,9.372,,2.01,,01/25/2022 12:52:36 pm,7.836,,2.52,,01/25/2022 12:53:11 pm,6.966,,2.90,,01/27/2022 09:13:13 am,5.113,,3.37,,01/27/2022 09:16:47 am,12.189,,1.45,,01/27/2022 09:17:37 am,9.045,,2.04,,01/27/2022 09:18:16 am,8.359,,2.51,,01/27/2022 09:19:21 am,6.590,,2.93,,01/27/2022 09:20:13 am,5.534,,3.22,,01/27/2022 09:25:54 am,6.447,,2.83,,01/27/2022 09:26:21 am,5.458,,3.93,,01/27/2022 09:26:45 am,3.776,,4.79,,01/27/2022 09:27:06 am,3.940,,5.49,,01/27/2022 09:27:37 am,2.440,,6.49,
01/25/2022 12:38:17 pm,7.865,,,0.14,01/25/2022 12:42:54 pm,13.742,,,0.08,01/25/2022 12:45:21 pm,8.552,,,0.18,01/25/2022 12:46:40 pm,5.724,,,0.44,01/25/2022 12:47:22 pm,4.440,,,1.07,01/25/2022 12:48:06 pm,4.225,,,1.13,01/25/2022 12:48:36 pm,3.268,,,1.85,01/25/2022 12:51:17 pm,12.947,,,0.11,01/25/2022 12:51:57 pm,9.526,,,0.26,01/25/2022 12:52:36 pm,7.960,,,0.13,01/25/2022 12:53:12 pm,7.074,,,0.20,01/27/2022 09:13:13 am,5.205,,,0.31,01/27/2022 09:16:47 am,12.402,,,0.13,01/27/2022 09:17:37 am,9.197,,,0.25,01/27/2022 09:18:16 am,8.481,,,0.50,01/27/2022 09:19:21 am,6.696,,,0.48,01/27/2022 09:20:13 am,5.630,,,0.65,01/27/2022 09:25:54 am,6.556,,,0.38,01/27/2022 09:26:21 am,5.537,,,0.64,01/27/2022 09:26:45 am,3.840,,,1.26,01/27/2022 09:27:06 am,3.997,,,1.50,01/27/2022 09:27:37 am,2.488,,,2.23
01/25/2022 12:38:17 pm,7.866,11.31,,,01/25/2022 12:42:54 pm,13.745,11.31,,,01/25/2022 12:45:21 pm,8.553,11.31,,,01/25/2022 12:46:40 pm,5.725,11.31,,,01/25/2022 12:47:22 pm,4.442,11.31,,,01/25/2022 12:48:06 pm,4.226,11.31,,,01/25/2022 12:48:36 pm,3.269,11.31,,,01/25/2022 12:51:17 pm,12.951,11.31,,,01/25/2022 12:51:57 pm,9.529,11.31,,,01/25/2022 12:52:36 pm,7.961,11.31,,,01/25/2022 12:53:12 pm,7.074,11.31,,,01/27/2022 09:13:13 am,5.206,11.31,,,01/27/2022 09:16:47 am,12.406,11.31,,,01/27/2022 09:17:37 am,9.200,11.31,,,01/27/2022 09:18:16 am,8.484,11.31,,,01/27/2022 09:19:21 am,6.698,11.31,,,01/27/2022 09:20:13 am,5.632,11.31,,,01/27/2022 09:25:54 am,6.558,11.31,,,01/27/2022 09:26:21 am,5.538,11.31,,,01/27/2022 09:26:45 am,3.841,11.31,,,01/27/2022 09:27:06 am,3.998,11.31,,,01/27/2022 09:27:37 am,2.488,11.31,,
01/25/2022 12:38:17 pm,7.986,,2.62,,01/25/2022 12:42:54 pm,13.961,,1.45,,01/25/2022 12:45:21 pm,8.683,,2.41,,01/25/2022 12:46:40 pm,5.814,,3.53,,01/25/2022 12:47:22 pm,4.514,,4.34,,01/25/2022 12:48:06 pm,4.289,,4.99,,01/25/2022 12:48:36 pm,3.324,,5.74,,01/25/2022 12:51:18 pm,13.175,,1.40,,01/25/2022 12:51:57 pm,9.679,,2.09,,01/25/2022 12:52:37 pm,8.084,,2.55,,01/25/2022 12:53:12 pm,7.181,,2.94,,01/27/2022 09:13:13 am,5.298,,3.42,,01/27/2022 09:16:47 am,12.615,,1.51,,01/27/2022 09:17:37 am,9.349,,2.11,,01/27/2022 09:18:16 am,8.603,,2.64,,01/27/2022 09:19:21 am,6.801,,3.03,,01/27/2022 09:20:13 am,5.726,,3.34,,01/27/2022 09:25:54 am,6.665,,2.92,,01/27/2022 09:26:21 am,5.616,,4.03,,01/27/2022 09:26:45 am,3.904,,4.95,,01/27/2022 09:27:07 am,4.053,,5.66,,01/27/2022 09:27:37 am,2.535,,6.70,
01/25/2022 12:38:18 pm,8.104,,,0.25,01/25/2022 12:42:55 pm,14.175,,,0.08,01/25/2022 12:45:21 pm,8.811,,,0.42,01/25/2022 12:46:40 pm,5.902,,,0.40,01/25/2022 12:47:22 pm,4.586,,,0.94,01/25/2022 12:48:06 pm,4.350,,,2.55,01/25/2022 12:48:36 pm,3.378,,,2.07,01/25/2022 12:51:18 pm,13.394,,,0.18,01/25/2022 12:51:57 pm,9.827,,,0.27,01/25/2022 12:52:37 pm,8.206,,,0.26,01/25/2022 12:53:12 pm,7.286,,,0.52,01/27/2022 09:13:13 am,5.388,,,0.89,01/27/2022 09:16:47 am,12.821,,,0.09,01/27/2022 09:17:37 am,9.495,,,0.30,01/27/2022 09:18:16 am,8.719,,,0.60,01/27/2022 09:19:21 am,6.904,,,0.31,01/27/2022 09:20:13 am,5.819,,,0.56,01/27/2022 09:25:54 am,6.771,,,0.48,01/27/2022 09:26:21 am,5.692,,,0.83,01/27/2022 09:26:45 am,3.967,,,1.08,01/27/2022 09:27:07 am,4.108,,,1.33,01/27/2022 09:27:37 am,2.582,,,0.84
